,q,I
0,9.410158237114136e-06,134.28535
1,2.8230474711342412e-05,137.1186
2,4.705079118557069e-05,137.70682
3,6.587110765979897e-05,141.84152
4,8.469142413402725e-05,146.57256
5,0.00010351174060825554,149.85898
6,0.00012233205708248382,152.50215
7,0.00014115237355671209,152.3978
8,0.00015997269003094035,151.56644
9,0.00017879300650516864,150.47902
10,0.00019761332297939694,149.3975
11,0.00021643363945362518,149.36687
12,0.00023525395592785347,149.73962
13,0.00025407427240208176,150.31613
14,0.00027289458887631,150.45874
15,0.0002917149053505383,149.80377
16,0.00031053522182476653,150.22375
17,0.0003293555382989948,150.50836
18,0.0003481758547732231,150.8908
19,0.0003669961712474514,150.2688
20,0.0003858164877216797,148.40907
21,0.00040463680419590794,147.42119
22,0.0004234571206701362,146.40584
23,0.00044227743714436447,145.25894
24,0.00046109775361859276,144.55342
25,0.00047991807009282106,144.05502
26,0.0004987383865670493,145.05772
27,0.0005175587030412776,145.5597
28,0.0005363790195155059,145.55174
29,0.0005551993359897341,146.33324
30,0.0005740196524639625,147.7664
31,0.0005928399689381908,147.73662
32,0.0006116602854124189,146.83742
33,0.0006304806018866472,146.08727
34,0.0006493009183608755,146.26904
35,0.0006681212348351038,146.36375
36,0.0006869415513093321,146.68355
37,0.0007057618677835603,147.27655
38,0.0007245821842577887,147.1005
39,0.0007434025007320169,147.22519
40,0.0007622228172062453,147.46767
41,0.0007810431336804735,147.50433
42,0.0007998634501547018,148.05414
43,0.0008186837666289301,148.13875
44,0.0008375040831031582,148.24759
45,0.0008563243995773866,148.04904
46,0.0008751447160516148,147.36658
47,0.0008939650325258432,147.31207
48,0.0009127853490000714,148.16539
49,0.0009316056654742996,148.97842
50,0.000950425981948528,149.61469
51,0.0009692462984227562,150.63756
52,0.0009880666148969846,150.89914
53,0.0010068869313712128,151.19357
54,0.001025707247845441,150.97914
55,0.0010445275643196693,150.95488
56,0.0010633478807938975,151.67213
57,0.001082168197268126,151.95824
58,0.0011009885137423542,152.32585
59,0.0011198088302165825,152.2075
60,0.0011386291466908107,152.4012
61,0.001157449463165039,152.12141
62,0.0011762697796392674,151.74522
63,0.0011950900961134956,151.78384
64,0.0012139104125877239,152.03473
65,0.0012327307290619521,151.71838
66,0.0012515510455361803,150.89308
67,0.0012703713620104088,150.53368
68,0.001289191678484637,150.36043
69,0.0013080119949588653,150.81244
70,0.0013268323114330935,150.74901
71,0.001345652627907322,149.89874
72,0.0013644729443815502,148.97095
73,0.0013832932608557785,148.42244
74,0.0014021135773300067,148.7894
75,0.0014209338938042347,148.79301
76,0.0014397542102784634,148.81523
77,0.0014585745267526916,149.01926
78,0.0014773948432269196,148.78459
79,0.0014962151597011479,148.36667
80,0.0015150354761753763,148.17729
