,q,I
0,0.0009410158237114137,12766.499
1,0.0028230474711342414,12764.812
2,0.004705079118557069,12812.352
3,0.006587110765979897,13138.108
4,0.008469142413402726,13515.453
5,0.010351174060825554,13673.008
6,0.01223320570824838,13743.055
7,0.014115237355671207,13737.037
8,0.015997269003094037,13637.764
9,0.017879300650516863,13556.731
10,0.019761332297939693,13473.156
11,0.02164336394536252,13468.489
12,0.023525395592785346,13508.099
13,0.025407427240208176,13505.523
14,0.027289458887631002,13480.029
15,0.029171490535053825,13408.954
16,0.031053522182476655,13364.905
17,0.03293555382989948,13382.668
18,0.03481758547732231,13456.221
19,0.03669961712474514,13408.662
20,0.03858164877216797,13310.697
21,0.040463680419590795,13178.081
22,0.04234571206701362,13038.31
23,0.04422774371443645,12920.749
24,0.04610977536185928,12842.783
25,0.04799180700928211,12841.455
26,0.04987383865670494,12912.156
27,0.05175587030412776,12914.429
28,0.05363790195155058,12915.458
29,0.05551993359897341,12992.686
30,0.05740196524639624,13093.567
31,0.05928399689381908,13102.1875
32,0.061166028541241896,13034.975
33,0.06304806018866473,12991.321
34,0.06493009183608756,13027.309
35,0.06681212348351037,13097.975
36,0.06869415513093322,13076.845
37,0.07057618677835603,13076.445
38,0.07245821842577888,13009.538
39,0.07434025007320169,12996.021
40,0.07622228172062452,13029.681
41,0.07810431336804735,13008.714
42,0.07998634501547017,13058.298
43,0.08186837666289301,13060.387
44,0.08375040831031583,13052.82
45,0.08563243995773866,13041.652
46,0.08751447160516149,13034.252
47,0.08939650325258432,13024.685
48,0.09127853490000715,13101.026
49,0.09316056654742996,13161.384
50,0.0950425981948528,13233.37
51,0.09692462984227562,13333.902
52,0.09880666148969845,13349.799
53,0.10068869313712128,13352.008
54,0.10257072478454411,13337.784
55,0.10445275643196694,13381.562
56,0.10633478807938976,13449.806
57,0.10821681972681259,13510.565
58,0.11009885137423542,13540.286
59,0.11198088302165825,13509.335
60,0.11386291466908108,13512.132
61,0.1157449463165039,13513.476
62,0.11762697796392674,13497.113
63,0.11950900961134957,13502.896
64,0.12139104125877238,13532.486
65,0.12327307290619521,13478.475
66,0.12515510455361803,13419.051
67,0.12703713620104087,13411.386
68,0.1289191678484637,13371.811
69,0.13080119949588653,13454.461
70,0.13268323114330935,13479.899
71,0.1345652627907322,13430.62
72,0.136447294438155,13377.703
73,0.13832932608557783,13341.888
74,0.14021135773300067,13382.524
75,0.14209338938042348,13368.59
76,0.14397542102784633,13329.589
77,0.14585745267526914,13356.311
78,0.14773948432269196,13339.288
79,0.1496215159701148,13321.18
80,0.15150354761753765,13317.113
81,0.15338557926496046,13315.891
82,0.15526761091238328,13294.3545
83,0.1571496425598061,13334.985
84,0.15903167420722894,13352.8
85,0.16091370585465178,13393.389
86,0.1627957375020746,13428.515
87,0.16467776914949742,13387.027
88,0.16655980079692026,13316.935
89,0.16844183244434308,13257.239
90,0.17032386409176592,13217.181
91,0.17220589573918874,13215.674
92,0.17408792738661155,13228.196
93,0.1759699590340344,13272.812
94,0.17785199068145724,13306.586
95,0.17973402232888006,13387.061
96,0.18161605397630287,13401.222
97,0.1834980856237257,13368.745
98,0.18538011727114853,13348.544
99,0.18726214891857138,13309.982
100,0.1891441805659942,13323.817
101,0.191026212213417,13380.977
102,0.19290824386083982,13402.769
103,0.19479027550826267,13391.257
104,0.1966723071556855,13387.159
105,0.19855433880310833,13414.05
106,0.20043637045053114,13441.777
107,0.20231840209795396,13446.892
108,0.20420043374537683,13390.307
109,0.20608246539279965,13367.649
110,0.20796449704022246,13363.94
111,0.20984652868764528,13361.841
112,0.2117285603350681,13392.239
113,0.21361059198249097,13393.505
114,0.21549262362991378,13377.834
115,0.2173746552773366,13392.857
116,0.21925668692475941,13399.025
117,0.22113871857218226,13414.697
118,0.2230207502196051,13440.689
119,0.22490278186702792,13464.426
120,0.22678481351445073,13505.3
121,0.22866684516187358,13537.668
122,0.2305488768092964,13545.683
123,0.23243090845671924,13545.112
124,0.2343129401041421,13524.21
125,0.23619497175156492,13503.953
126,0.23807700339898774,13494.189
127,0.23995903504641056,13514.893
128,0.2418410666938334,13536.749
129,0.24372309834125622,13530.187
130,0.24560512998867903,13535.593
131,0.24748716163610185,13540.911
132,0.24936919328352466,13577.573
133,0.25125122493094754,13601.451
134,0.2531332565783704,13595.327
135,0.25501528822579317,13609.099
136,0.256897319873216,13644.796
137,0.25877935152063886,13663.831
138,0.26066138316806164,13676.403
139,0.2625434148154845,13647.478
140,0.26442544646290733,13634.029
141,0.2663074781103301,13631.42
142,0.268189509757753,13619.163
143,0.2700715414051758,13590.992
144,0.27195357305259865,13582.003
145,0.27383560470002144,13595.205
