,q,I
0,0.0009410158237114137,11982.119
1,0.0028230474711342414,11952.504
2,0.004705079118557069,11981.261
3,0.006587110765979897,12297.047
4,0.008469142413402726,12656.349
5,0.010351174060825554,12808.206
6,0.01223320570824838,12854.795
7,0.014115237355671207,12834.03
8,0.015997269003094037,12754.624
9,0.017879300650516863,12676.6455
10,0.019761332297939693,12597.611
11,0.02164336394536252,12614.987
12,0.023525395592785346,12648.415
13,0.025407427240208176,12663.695
14,0.027289458887631002,12654.202
15,0.029171490535053825,12587.675
16,0.031053522182476655,12550.47
17,0.03293555382989948,12563.709
18,0.03481758547732231,12625.55
19,0.03669961712474514,12568.177
20,0.03858164877216797,12478.193
21,0.040463680419590795,12365.302
22,0.04234571206701362,12242.967
23,0.04422774371443645,12131.938
24,0.04610977536185928,12064.82
25,0.04799180700928211,12077.146
26,0.04987383865670494,12137.49
27,0.05175587030412776,12130.307
28,0.05363790195155058,12129.767
29,0.05551993359897341,12206.363
30,0.05740196524639624,12302.652
31,0.05928399689381908,12301.986
32,0.061166028541241896,12235.845
33,0.06304806018866473,12191.635
34,0.06493009183608756,12229.463
35,0.06681212348351037,12286.604
36,0.06869415513093322,12267.051
37,0.07057618677835603,12270.769
38,0.07245821842577888,12210.713
39,0.07434025007320169,12199.666
40,0.07622228172062452,12229.877
41,0.07810431336804735,12208.665
42,0.07998634501547017,12256.563
43,0.08186837666289301,12251.649
44,0.08375040831031583,12252.186
45,0.08563243995773866,12239.096
46,0.08751447160516149,12235.322
47,0.08939650325258432,12230.573
48,0.09127853490000715,12296.206
49,0.09316056654742996,12351.133
50,0.0950425981948528,12420.934
51,0.09692462984227562,12516.154
52,0.09880666148969845,12531.76
53,0.10068869313712128,12522.157
54,0.10257072478454411,12513.638
55,0.10445275643196694,12554.855
56,0.10633478807938976,12622.771
57,0.10821681972681259,12681.121
58,0.11009885137423542,12706.154
59,0.11198088302165825,12678.816
60,0.11386291466908108,12677.497
61,0.1157449463165039,12671.58
62,0.11762697796392674,12654.435
