,q,I
0,0.0009410158237114137,12747.782
1,0.0028230474711342414,12746.484
2,0.004705079118557069,12783.972
3,0.006587110765979897,13113.573
4,0.008469142413402726,13489.398
5,0.010351174060825554,13651.286
6,0.01223320570824838,13709.736
7,0.014115237355671207,13685.698
8,0.015997269003094037,13580.392
9,0.017879300650516863,13496.341
10,0.019761332297939693,13412.899
11,0.02164336394536252,13414.472
12,0.023525395592785346,13446.283
13,0.025407427240208176,13467.075
14,0.027289458887631002,13457.367
15,0.029171490535053825,13383.16
16,0.031053522182476655,13343.093
17,0.03293555382989948,13348.178
18,0.03481758547732231,13420.145
19,0.03669961712474514,13356.966
20,0.03858164877216797,13264.155
21,0.040463680419590795,13141.296
22,0.04234571206701362,13011.973
23,0.04422774371443645,12903.812
24,0.04610977536185928,12833.274
25,0.04799180700928211,12818.534
26,0.04987383865670494,12865.184
27,0.05175587030412776,12869.055
28,0.05363790195155058,12878.048
29,0.05551993359897341,12965.965
30,0.05740196524639624,13081.328
31,0.05928399689381908,13083.346
32,0.061166028541241896,13005.595
33,0.06304806018866473,12947.707
34,0.06493009183608756,12996.17
35,0.06681212348351037,13069.967
36,0.06869415513093322,13047.513
37,0.07057618677835603,13041.9795
38,0.07245821842577888,12979.4375
39,0.07434025007320169,12960.171
40,0.07622228172062452,12992.068
41,0.07810431336804735,12977.15
42,0.07998634501547017,13029.229
43,0.08186837666289301,13035.338
44,0.08375040831031583,13023.896
45,0.08563243995773866,13011.075
46,0.08751447160516149,13009.369
47,0.08939650325258432,13001.063
48,0.09127853490000715,13074.163
49,0.09316056654742996,13131.171
50,0.0950425981948528,13201.125
51,0.09692462984227562,13298.054
52,0.09880666148969845,13320.189
53,0.10068869313712128,13320.532
54,0.10257072478454411,13306.45
55,0.10445275643196694,13341.208
56,0.10633478807938976,13412.66
57,0.10821681972681259,13476.41
58,0.11009885137423542,13508.798
59,0.11198088302165825,13475.82
60,0.11386291466908108,13473.655
61,0.1157449463165039,13479.166
62,0.11762697796392674,13463.522
63,0.11950900961134957,13470.708
64,0.12139104125877238,13495.594
65,0.12327307290619521,13441.128
66,0.12515510455361803,13375.168
67,0.12703713620104087,13365.259
68,0.1289191678484637,13335.126
69,0.13080119949588653,13416.237
70,0.13268323114330935,13446.243
71,0.1345652627907322,13394.048
72,0.136447294438155,13345.42
73,0.13832932608557783,13319.213
74,0.14021135773300067,13352.796
75,0.14209338938042348,13332.527
76,0.14397542102784633,13293.639
77,0.14585745267526914,13315.834
78,0.14773948432269196,13297.497
79,0.1496215159701148,13270.865
80,0.15150354761753765,13269.791
81,0.15338557926496046,13267.453
82,0.15526761091238328,13256.5205
83,0.1571496425598061,13292.783
84,0.15903167420722894,13307.157
85,0.16091370585465178,13344.291
86,0.1627957375020746,13383.61
87,0.16467776914949742,13343.817
88,0.16655980079692026,13275.393
89,0.16844183244434308,13216.567
90,0.17032386409176592,13177.851
91,0.17220589573918874,13178.23
92,0.17408792738661155,13187.294
93,0.1759699590340344,13233.356
94,0.17785199068145724,13265.064
95,0.17973402232888006,13345.378
96,0.18161605397630287,13364.781
97,0.1834980856237257,13336.271
98,0.18538011727114853,13312.647
99,0.18726214891857138,13268.318
100,0.1891441805659942,13290.918
101,0.191026212213417,13346.604
102,0.19290824386083982,13374.59
103,0.19479027550826267,13374.413
104,0.1966723071556855,13376.842
105,0.19855433880310833,13410.556
106,0.20043637045053114,13444.887
107,0.20231840209795396,13459.719
108,0.20420043374537683,13414.372
109,0.20608246539279965,13396.927
110,0.20796449704022246,13407.892
111,0.20984652868764528,13419.534
112,0.2117285603350681,13453.127
113,0.21361059198249097,13467.478
114,0.21549262362991378,13468.835
115,0.2173746552773366,13500.544
116,0.21925668692475941,13524.078
117,0.22113871857218226,13558.393
118,0.2230207502196051,13604.245
119,0.22490278186702792,13648.005
120,0.22678481351445073,13713.352
121,0.22866684516187358,13769.955
122,0.2305488768092964,13805.613
123,0.23243090845671924,13833.284
124,0.2343129401041421,13842.942
125,0.23619497175156492,13849.737
126,0.23807700339898774,13866.532
127,0.23995903504641056,13917.145
128,0.2418410666938334,13967.6875
129,0.24372309834125622,13997.789
130,0.24560512998867903,14037.762
131,0.24748716163610185,14074.994
132,0.24936919328352466,14135.639
133,0.25125122493094754,14190.675
134,0.2531332565783704,14221.924
135,0.25501528822579317,14267.071
136,0.256897319873216,14330.059
137,0.25877935152063886,14375.102
138,0.26066138316806164,14414.149
139,0.2625434148154845,14410.945
140,0.26442544646290733,14422.142
141,0.2663074781103301,14450.534
142,0.268189509757753,14454.796
143,0.2700715414051758,14455.751
144,0.27195357305259865,14471.101
145,0.27383560470002144,14504.862
146,0.2757176363474443,14501.116
