,q,I
0,0.0009410158237114137,12772.962
1,0.0028230474711342414,12773.709
2,0.004705079118557069,12802.53
3,0.006587110765979897,13149.029
4,0.008469142413402726,13489.992
5,0.010351174060825554,13627.139
6,0.01223320570824838,13679.763
7,0.014115237355671207,13649.506
8,0.015997269003094037,13569.879
9,0.017879300650516863,13499.725
10,0.019761332297939693,13430.066
11,0.02164336394536252,13439.4795
12,0.023525395592785346,13480.697
13,0.025407427240208176,13483.802
14,0.027289458887631002,13451.019
15,0.029171490535053825,13379.914
16,0.031053522182476655,13356.422
17,0.03293555382989948,13367.489
18,0.03481758547732231,13440.37
19,0.03669961712474514,13377.892
20,0.03858164877216797,13269.191
21,0.040463680419590795,13141.065
22,0.04234571206701362,13013.91
23,0.04422774371443645,12902.268
24,0.04610977536185928,12834.505
25,0.04799180700928211,12828.778
26,0.04987383865670494,12883.797
27,0.05175587030412776,12892.058
28,0.05363790195155058,12910.942
29,0.05551993359897341,12993.392
30,0.05740196524639624,13091.8
31,0.05928399689381908,13091.654
32,0.061166028541241896,13023.529
33,0.06304806018866473,12970.581
34,0.06493009183608756,13006.83
35,0.06681212348351037,13074.942
36,0.06869415513093322,13053.17
37,0.07057618677835603,13055.608
38,0.07245821842577888,12996.377
39,0.07434025007320169,12982.989
40,0.07622228172062452,13006.074
41,0.07810431336804735,12990.644
42,0.07998634501547017,13039.405
43,0.08186837666289301,13048.663
44,0.08375040831031583,13044.553
45,0.08563243995773866,13028.371
46,0.08751447160516149,13022.027
47,0.08939650325258432,12999.863
48,0.09127853490000715,13067.22
49,0.09316056654742996,13135.681
50,0.0950425981948528,13215.062
51,0.09692462984227562,13312.093
52,0.09880666148969845,13329.261
53,0.10068869313712128,13331.713
54,0.10257072478454411,13321.126
55,0.10445275643196694,13359.311
56,0.10633478807938976,13431.28
57,0.10821681972681259,13498.465
58,0.11009885137423542,13527.925
59,0.11198088302165825,13492.638
60,0.11386291466908108,13484.705
61,0.1157449463165039,13486.384
62,0.11762697796392674,13468.657
63,0.11950900961134957,13467.08
64,0.12139104125877238,13498.278
65,0.12327307290619521,13452.489
66,0.12515510455361803,13393.443
67,0.12703713620104087,13381.452
68,0.1289191678484637,13351.529
69,0.13080119949588653,13437.194
70,0.13268323114330935,13459.9
71,0.1345652627907322,13407.297
72,0.136447294438155,13359.855
73,0.13832932608557783,13333.253
74,0.14021135773300067,13370.871
75,0.14209338938042348,13350.159
76,0.14397542102784633,13311.865
77,0.14585745267526914,13329.579
78,0.14773948432269196,13313.001
79,0.1496215159701148,13297.03
80,0.15150354761753765,13296.929
81,0.15338557926496046,13293.231
82,0.15526761091238328,13277.495
83,0.1571496425598061,13316.334
84,0.15903167420722894,13324.98
85,0.16091370585465178,13363.562
86,0.1627957375020746,13397.632
87,0.16467776914949742,13352.854
88,0.16655980079692026,13286.93
89,0.16844183244434308,13228.003
90,0.17032386409176592,13189.939
91,0.17220589573918874,13190.257
92,0.17408792738661155,13197.666
93,0.1759699590340344,13248.255
94,0.17785199068145724,13285.217
95,0.17973402232888006,13367.767
96,0.18161605397630287,13384.756
97,0.1834980856237257,13353.439
98,0.18538011727114853,13330.499
99,0.18726214891857138,13293.608
100,0.1891441805659942,13319.984
101,0.191026212213417,13379.651
102,0.19290824386083982,13398.26
103,0.19479027550826267,13392.308
104,0.1966723071556855,13392.934
105,0.19855433880310833,13425.447
106,0.20043637045053114,13461.386
107,0.20231840209795396,13473.278
108,0.20420043374537683,13429.303
109,0.20608246539279965,13411.047
110,0.20796449704022246,13419.825
111,0.20984652868764528,13429.742
112,0.2117285603350681,13468.747
113,0.21361059198249097,13482.242
114,0.21549262362991378,13482.85
115,0.2173746552773366,13519.606
116,0.21925668692475941,13541.161
117,0.22113871857218226,13574.023
118,0.2230207502196051,13619.725
119,0.22490278186702792,13660.827
120,0.22678481351445073,13721.516
121,0.22866684516187358,13777.948
122,0.2305488768092964,13815.879
123,0.23243090845671924,13846.824
124,0.2343129401041421,13853.367
125,0.23619497175156492,13860.993
126,0.23807700339898774,13874.2
127,0.23995903504641056,13920.087
128,0.2418410666938334,13970.631
129,0.24372309834125622,13999.258
130,0.24560512998867903,14038.941
131,0.24748716163610185,14076.045
132,0.24936919328352466,14133.292
